,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
eco00310,Lysine degradation - Escherichia coli K-12 MG1655,C05825,C05161,C00877,C01144,C00332,C00024,C00322,C00527,C00489,C00956,C00408,C00450,C04076,C03273,C04092,C03239,C00449,C00431,C05548,C02727,C00047,C00990,C03087,C01142,C01186,C03656,C00739,C02188,C05544,C01211,C05545,C04487,C05546,C03793,C01259,C01181,C00487,C01149,C00037,C04020,C05231,C00136,C00164,C03366,C16741,C03196,C00026,C00042,C12455,C01672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00330,Arginine and proline metabolism - Escherichia coli K-12 MG1655,C00062,C00077,C00134,C00555,C00334,C15699,C15700,C15767,C00315,C01137,C00750,C00019,C02714,C05936,C02946,C03771,C01035,C02647,C03078,C00884,C00581,C00300,C02305,C00791,C02565,C01043,C00213,C00086,C03166,C18172,C00441,C18174,C03375,C00986,C00436,C00223,C18326,C00406,C10497,C04498,C18325,C01682,C04137,C05945,C05933,C00533,C05931,C03296,C03415,C05932,C00025,C03287,C03440,C00433,C05942,C05941,C03912,C00022,C01157,C04281,C05947,C05946,C00048,C05938,C01877,C00148,C00431,C03564,C01110,C05939,C05147,C00763,C04282,C00012,C00179,C19706,C01250,C01165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00332,Carbapenem biosynthesis - Escherichia coli K-12 MG1655,C00025,C03287,C01165,C03912,C00148,C17366,C00083,C17367,C06669,C20821,C00010,C01134,C00831,C20817,C20818,C20822,C17369,C20823,C20819,C20820,C17368,C06664,C17377,C00097,C20813,C17374,C17373,C20814,C20816,C17399,C11755,C20815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00340,Histidine metabolism - Escherichia coli K-12 MG1655,C00119,C02739,C02741,C04896,C04916,C04677,C04666,C01267,C01100,C00860,C00049,C01044,C03409,C05133,C05131,C04437,C02835,C05130,C00388,C01929,C01152,C01262,C00386,C00135,C05127,C05135,C03277,C05568,C05571,C05570,C05575,C00785,C05572,C00026,C16673,C16674,C03680,C00439,C05565,C01045,C00025,C05827,C05828,C05829,C20522,C20995,C20994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00350,Tyrosine metabolism - Escherichia coli K-12 MG1655,C06044,C06046,C04186,C04642,C04052,C05600,C00232,C00042,C00164,C00122,C01061,C05596,C05595,C01161,C00642,C05338,C01036,C00530,C00022,C02514,C02167,C00628,C05585,C03964,C03765,C00483,C01179,C05350,C00082,C00146,C04368,C02515,C01060,C02465,C01829,C02442,C03077,C03063,C06201,C06199,C05593,C00544,C04185,C00822,C05604,C01693,C05578,C05579,C00355,C04045,C03758,C05587,C04043,C05581,C01161,C05582,C00547,C05589,C00788,C05588,C05583,C05584,C05580,C05577,C05576,C05594,C22038,C04797,C01850,C04796,C06047,C06048,C17937,C17938,C17935,C17936,C10447,C00811,C01384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00360,Phenylalanine metabolism - Escherichia coli K-12 MG1655,C12621,C00084,C00022,C03589,C00596,C00122,C12624,C12623,C12622,C11588,C05853,C02265,C05620,C02763,C00166,C01772,C01586,C04044,C00512,C03519,C01198,C05629,C00180,C00079,C05607,C06207,C05852,C04148,C04479,C00042,C00582,C05593,C02505,C00642,C05598,C05332,C07086,C00601,C11457,C00805,C02137,C00512,C15524,C17268,C08301,C08300,C16719,C01575,C02765,C04351,C00082,C00423,C19975,C19946,C19945,C14144,C14145,C02232,C00091,C00024,C20062,C00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00361,Chlorocyclohexane and chlorobenzene degradation - Escherichia coli K-12 MG1655,C16266,C12832,C12838,C03572,C05618,C12837,C06990,C07092,C02814,C06596,C06598,C02222,C00530,C06603,C07075,C06601,C06602,C06599,C06594,C06597,C06600,C12831,C12833,C12834,C12835,C12836,C00042,C06755,C00160,C06989,C01407,C04091,C00090,C16181,C16182,C06988,C07102,C07103,C07101,C07100,C04522,C04431,C03664,C02625,C02933,C03918,C04729,C04706,C06329,C07095,C07094,C07093,C07088,C02124,C02375,C07089,C03585,C00682,C07090,C07091,C02575,C03434,C07099,C07097,C07096,C07098,C06328,C18238,C18240,C18241,C18243,C18242,C18244,C00011,C14450,C14419,C18236,C00146,C11352,C21103,C21104,C21105,C18933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00362,Benzoate degradation - Escherichia coli K-12 MG1655,C06714,C04553,C04434,C00587,C00628,C00156,C00230,C04484,C05375,C03671,C01163,C04324,C01278,C00022,C02222,C06033,C06035,C02814,C04115,C03676,C00036,C00512,C06322,C06749,C06715,C02411,C09811,C09812,C01063,C06723,C09823,C09809,C09810,C00877,C01144,C00332,C00024,C02949,C06321,C03586,C00091,C00180,C02480,C14610,C00090,C00846,C00596,C00022,C00084,C03589,C02501,C03453,C06333,C06336,C02519,C09822,C00682,C00196,C02232,C00530,C00527,C09821,C01407,C04091,C00146,C04480,C09813,C01751,C21298,C19684,C19683,C19682,C14144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00364,Fluorobenzoate degradation - Escherichia coli K-12 MG1655,C02364,C16474,C00090,C16484,C02949,C16476,C16473,C16475,C16472,C02222,C11272,C02371,C16480,C16479,C16478,C16482,C02359,C16483,C16481,C16477,C02802,C06387,C02370,C06670,C06671,C16248,C04178,C16249,C16246,C03925,C02357,C16247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00380,Tryptophan metabolism - Escherichia coli K-12 MG1655,C05663,C05639,C05652,C05638,C05651,C05648,C02172,C02298,C05658,C02775,C05655,C05654,C05656,C05641,C01111,C01249,C00024,C01717,C01252,C00328,C02700,C00463,C03574,C03230,C02693,C05646,C00643,C00078,C00332,C01144,C00877,C00527,C00322,C02220,C03824,C03722,C04409,C00632,C02470,C05645,C05637,C05636,C03227,C02161,C01987,C05640,C00780,C05635,C05659,C05647,C00978,C01598,C05643,C05642,C05644,C22006,C00954,C00637,C00398,C05660,C05832,C00955,C05834,C05831,C05830,C00108,C02938,C05653,C06212,C06213,C03453,C17203,C02937,C16518,C16516,C05837,C00463,C16517,C00331,C10164,C08313,C22202,C05835,C05634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00400,"Phenylalanine, tyrosine and tryptophan biosynthesis - Escherichia coli K-12 MG1655",C00279,C00074,C04691,C00944,C00296,C02637,C00493,C03175,C01269,C00251,C00079,C00119,C00108,C04302,C01302,C03506,C00463,C00078,C00082,C01179,C00254,C00826,C00166,C16850,C00441,C16848,C01094,C00354,C20653,C20654,C20327,C17235,C00587,C20710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00401,Novobiocin biosynthesis - Escherichia coli K-12 MG1655,C12477,C12483,C12479,C05080,C00082,C12462,C12467,C01179,C00254,C12456,C12032,C12481,C12460,C05073,C12476,C12475,C12468,C12457,C12470,C12469,C12458,C12463,C12459,C00148,C12471,C12481,C12472,C12474,C12480,C12473,C12461,C12483,C20637,C20629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00410,beta-Alanine metabolism - Escherichia coli K-12 MG1655,C00429,C02642,C00099,C00083,C00024,C00383,C05669,C05670,C01073,C05665,C00986,C00315,C00049,C00750,C00864,C00222,C01013,C05668,C00894,C00100,C02335,C00386,C00135,C05340,C05341,C03722,C00804,C00555,C00334,C01262,C00106,C03492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00430,Taurine and hypotaurine metabolism - Escherichia coli K-12 MG1655,C00094,C06735,C00041,C00022,C14179,C00227,C00024,C00606,C00519,C01678,C00097,C00506,C00245,C00593,C05123,C01959,C03149,C05844,C05122,C00033,C00025,C00026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00440,Phosphonate and phosphinate metabolism - Escherichia coli K-12 MG1655,C00074,C02798,C05672,C17942,C03167,C03557,C05682,C00033,C17940,C06455,C17943,C05679,C05683,C05678,C05673,C05677,C05681,C05680,C06459,C05676,C06456,C17945,C06367,C06368,C17947,C17948,C17949,C17950,C17952,C17951,C04650,C06457,C17962,C17941,C05674,C05675,C00084,C06451,C20396,C20422,C20423,C20440,C00022,C01151,C20986,C00117,C21372,C00037,C21403,C21404,C01438,C21613,C00058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00450,Selenocompound metabolism - Escherichia coli K-12 MG1655,C01528,C05697,C05684,C05172,C06481,C06482,C05689,C05695,C05688,C05699,C05698,C05335,C05690,C05336,C00017,C05703,C02535,C18902,C18904,C16638,C06481,C18870,C18872,C18871,C18893,C05686,C18905,C00041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00460,Cyanoamino acid metabolism - Escherichia coli K-12 MG1655,C05670,C01401,C00302,C05714,C00488,C05715,C05711,C00049,C02512,C00152,C00014,C06114,C00065,C00037,C00097,C16074,C08325,C00082,C03004,C15503,C04350,C20310,C20311,C20312,C00407,C20313,C20314,C20315,C00183,C03742,C18796,C02659,C05143,C08334,C01594,C19491,C03219,C00844,C00561,C01326,C00079,C16075,C19712,C19715,C19714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00471,D-Glutamine and D-glutamate metabolism - Escherichia coli K-12 MG1655,C00064,C00819,C03933,C05723,C00025,C00217,C02671,C00692,C01212,C01050,C02237,C00026,C22053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00473,D-Alanine metabolism - Escherichia coli K-12 MG1655,C00041,C00133,C00993,C00022,C04260,C04457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00480,Glutathione metabolism - Escherichia coli K-12 MG1655,C00024,C00151,C01879,C00097,C00025,C00037,C01419,C03740,C00051,C00669,C03646,C00127,C00005,C00006,C01322,C02320,C05730,C00025,C05729,C00037,C05726,C05727,C00077,C00134,C00315,C02090,C03170,C00005,C00006,C05422,C00072,C16664,C16663,C00750,C16562,C16563,C16564,C01672,C16565,C16566,C16567,C16568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00500,Starch and sucrose metabolism - Escherichia coli K-12 MG1655,C00092,C00092,C00095,C05731,C02591,C00089,C00029,C00031,C00085,C00092,C00031,C01231,C00501,C00394,C00965,C00498,C00208,C00721,C01935,C00973,C00092,C00689,C01083,C00663,C00031,C02995,C00089,C01083,C00963,C00718,C00031,C00185,C01725,C06215,C00208,C00252,C16688,C01898,C00760,C20237,C00369,C06400,C00103,C00031,C00718,C00372,C03323,C00372,C00185,C04534,C00085,C00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00511,Other glycan degradation - Escherichia coli K-12 MG1655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00520,Amino sugar and nucleotide sugar metabolism - Escherichia coli K-12 MG1655,C00357,C00140,C04501,C00043,C00645,C04257,C06241,C05345,C00352,C06156,C13952,C06240,C04631,C01050,C16698,C02713,C00270,C00128,C03410,C03691,C00999,C00996,C04573,C06023,C00461,C00734,C01674,C00329,C00203,C00329,C00140,C02336,C00461,C01170,C20395,C20359,C19725,C19745,C19823,C19961,C19971,C19972,C20082,C20083,C02199,C17328,C04089,C00029,C00191,C05385,C00167,C00333,C04037,C00617,C00190,C00935,C00668,C00267,C16155,C16153,C16154,C16156,C00259,C03906,C11521,C01623,C00976,C00394,C00668,C00267,C04297,C03598,C03599,C00446,C00052,C00984,C00103,C00159,C00636,C00096,C00103,C00325,C02985,C01019,C03117,C02977,C01222,C02280,C15925,C17327,C00031,C00275,C00159,C00031,C01219,C00498,C00714,C02474,C00181,C02352,C02330,C17326,C00501,C20638,C20672,C04613,C04630,C20357,C20424,C20418,C20419,C18094,C03733,C16157,C01788,C21027,C02713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00521,Streptomycin biosynthesis - Escherichia coli K-12 MG1655,C01214,C03319,C06592,C00413,C01138,C01221,C04767,C03442,C00688,C11907,C00842,C00103,C00092,C01121,C01283,C00137,C04006,C00031,C00691,C04280,C04673,C01298,C11351,C01294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
