,Pathway_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
eco00523,Polyketide sugar unit biosynthesis - Escherichia coli K-12 MG1655,C07277,C00103,C11911,C00688,C11908,C11925,C11918,C11933,C00842,C18032,C18034,C18033,C11910,C04268,C18030,C18031,C18029,C11926,C11922,C11909,C11915,C11928,C11920,C11927,C11907,C11921,C11916,C03319,C11912,C11460,C12481,C03187,C06620,C18035,C21071,C12318,C21073,C21074,C11919,C20682,C19960,C19947,C19948,C20156,C11447,C11461,C21349,C21350,C06017,C21351,C21352,C21353,C21354,C21355,C21348,C21356,C21362,C21363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00525,Acarbose and validamycin biosynthesis - Escherichia coli K-12 MG1655,C20956,C17692,C17693,C17698,C06802,C04268,C17691,C21205,C21209,C21210,C21211,C21206,C21208,C21156,C21204,C21207,C00103,C00842,C11907,C17696,C12112,C17700,C21219,C21249,C17699,C21247,C21248,C21218,C17694,C17695,C17697,C21293,C21367,C21368,C21216,C21415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00540,Lipopolysaccharide biosynthesis - Escherichia coli K-12 MG1655,C19877,C05382,C07836,C11472,C07838,C06397,C06398,C04121,C01187,C04478,C01112,C06251,C00229,C06025,C04919,C04932,C04824,C05761,C00229,C06024,C04652,C06026,C04738,C06022,C00043,C05223,C19879,C19880,C19881,C19878,C00199,C21982,C21984,C21983,C21994,C21995,C21998,C21996,C21988,C01187,C20933,C21991,C21157,C21461,C21992,C21993,C21173,C19890,C19884,C22002,C22003,C21463,C21997,C22068,C04088,C00229,C21999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00541,O-Antigen nucleotide sugar biosynthesis - Escherichia coli K-12 MG1655,C04501,C01170,C06240,C20768,C20774,C04613,C22261,C22262,C22259,C22260,C19961,C19971,C19972,C20082,C20083,C00270,C00128,C00645,C04630,C22247,C22249,C22250,C22248,C22251,C22252,C22253,C22254,C22255,C22256,C04573,C20395,C20359,C19725,C19745,C22246,C13952,C00203,C22245,C00103,C00842,C11907,C00688,C03319,C03187,C19960,C19947,C20156,C11925,C22257,C11908,C04346,C20415,C07277,C20682,C00029,C00052,C03733,C00167,C02330,C00501,C04297,C01219,C03598,C03599,C17327,C17326,C01788,C00617,C05345,C00275,C00636,C01222,C03117,C00325,C20612,C20613,C20638,C20672,C02977,C04268,C06018,C19823,C22270,C22276,C00043,C20769,C00096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00550,Peptidoglycan biosynthesis - Escherichia coli K-12 MG1655,C01050,C04574,C17556,C00993,C00133,C17558,C00043,C04631,C01212,C00692,C04877,C04882,C05897,C05898,C05892,C04702,C04851,C05893,C05894,C17541,C17542,C05895,C17550,C17549,C05896,C05896,C05896,C00448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00561,Glycerolipid metabolism - Escherichia coli K-12 MG1655,C00422,C00641,C00111,C00093,C00197,C00258,C00577,C00184,C00116,C00029,C00040,C00162,C11521,C00681,C00416,C05401,C00040,C13508,C04872,C00040,C06037,C06038,C04315,C06365,C20897,C03692,C06364,C01885,C02457,C00969,C06040,C06041,C04046,C06042,C20898,C20991,C00631,C00103,C02133,C00173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00562,Inositol phosphate metabolism - Escherichia coli K-12 MG1655,C11557,C11555,C01272,C01204,C01245,C01243,C01284,C04520,C04563,C04477,C04579,C04063,C04062,C01220,C00092,C04006,C03546,C00191,C01177,C04637,C01277,C05981,C01194,C00641,C03659,C03660,C04287,C16737,C06892,C06893,C00222,C00024,C00111,C00118,C11556,C11554,C20251,C00137,C19891,C06153,C19794,C19799,C00691,C21643,C00558,C21644,C04549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00564,Glycerophospholipid metabolism - Escherichia coli K-12 MG1655,C06771,C06772,C00084,C00641,C01996,C04230,C00307,C00588,C00114,C00157,C00570,C01233,C00344,C03892,C00641,C01210,C13482,C03974,C00093,C00111,C00189,C03872,C00093,C00269,C01194,C00513,C00681,C00416,C00093,C03372,C05973,C04438,C05976,C00040,C05980,C05974,C02737,C00350,C01241,C00670,C00040,C00346,C04308,C04233,C03819,C18129,C18126,C18125,C18168,C18169,C00623,C04590,C04638,C18059,C20466,C20518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00565,Ether lipid metabolism - Escherichia coli K-12 MG1655,C15647,C15646,C15645,C02773,C01264,C04756,C04317,C01233,C03968,C03201,C04635,C03820,C04598,C03372,C03715,C05212,C04361,C04517,C03454,C00670,C00958,C04475,C05977,C20859,C20825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00590,Arachidonic acid metabolism - Escherichia coli K-12 MG1655,C03577,C14811,C14809,C14810,C14808,C14807,C14777,C14812,C14822,C14820,C14780,C14821,C14779,C14823,C14776,C04822,C14824,C14748,C14749,C14795,C14794,C13809,C14772,C14773,C14774,C14775,C14768,C14769,C14770,C14771,C14778,C14732,C14782,C14814,C14781,C14813,C14815,C04577,C04742,C06315,C06314,C04805,C00219,C02198,C00157,C02165,C00909,C05356,C02166,C01312,C00584,C00639,C00427,C05957,C14717,C05966,C05965,C05956,C05949,C04853,C05950,C05951,C05952,C05963,C05964,C05958,C00696,C05959,C05960,C05953,C05955,C05954,C05961,C05962,C06462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00592,alpha-Linolenic acid metabolism - Escherichia coli K-12 MG1655,C11512,C16318,C08491,C16317,C16339,C16338,C16336,C16335,C16334,C16332,C16331,C16330,C16325,C16327,C16328,C16300,C16309,C16326,C04672,C01226,C16319,C04780,C16311,C16316,C16322,C16345,C00157,C16344,C16323,C16324,C16321,C16342,C16341,C16308,C16320,C06427,C16343,C16346,C16310,C04785,C08492,C19757,C21923,C21924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00600,Sphingolipid metabolism - Escherichia coli K-12 MG1655,C00836,C12144,C12145,C12126,C01290,C06124,C01190,C01120,C00346,C06062,C05681,C02934,C00065,C00154,C00319,C00195,C02686,C01747,C03640,C02960,C00550,C06125,C06128,C06126,C06127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00620,Pyruvate metabolism - Escherichia coli K-12 MG1655,C15973,C15972,C16255,C05125,C03248,C00074,C03981,C00058,C00149,C00332,C00024,C00227,C05993,C02504,C02488,C05994,C01251,C00083,C00084,C00033,C00186,C00256,C03451,C00937,C00424,C00546,C00022,C00036,C00068,C00122,C00042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00621,Dioxin degradation - Escherichia coli K-12 MG1655,C07732,C07733,C07729,C06588,C06589,C00805,C00180,C06584,C06585,C06586,C06587,C00596,C03569,C07731,C02501,C08060,C08061,C08062,C02526,C03589,C00084,C03453,C00022,C00024,C01273,C02370,C00108,C00090,C07734,C04596,C21859,C06644,C06645,C06646,C03077,C04623,C11353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00622,Xylene degradation - Escherichia coli K-12 MG1655,C06757,C06720,C06731,C01454,C07211,C06730,C06729,C07209,C07214,C07212,C07208,C07216,C02923,C06758,C07213,C06756,C06576,C06578,C06580,C06579,C06577,C06575,C06581,C06582,C06210,C00596,C06760,C11354,C03589,C00084,C06762,C00479,C00022,C07478,C07479,C00024,C00100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00623,Toluene degradation - Escherichia coli K-12 MG1655,C00587,C03067,C03351,C01467,C00180,C04592,C00556,C01542,C00261,C09816,C09817,C09818,C09819,C09820,C00512,C00091,C00633,C01468,C06678,C06679,C02236,C18302,C18301,C18300,C18303,C18308,C18310,C18304,C18305,C18306,C18307,C04559,C04112,C06730,C04558,C18312,C18311,C02923,C01455,C18309,C00156,C14582,C21166,C21167,C21168,C00230,C06677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00625,Chloroalkane and chloroalkene degradation - Escherichia coli K-12 MG1655,C01380,C06548,C06547,C06793,C06791,C00084,C06789,C01548,C06792,C00024,C06609,C06610,C06611,C06612,C06613,C16348,C06614,C06615,C00222,C14866,C11150,C07490,C11149,C00048,C00058,C00067,C06752,C06753,C06754,C06755,C00160,C00237,C18246,C18247,C18248,C00209,C00011,C06790,C11148,C02271,C21752,C20303,C21753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00626,Naphthalene degradation - Escherichia coli K-12 MG1655,C00091,C03203,C14101,C14099,C02909,C14098,C14120,C14097,C14096,C14095,C14094,C14093,C14092,C14086,C14083,C14087,C14090,C14091,C14089,C14113,C14112,C02923,C14108,C14110,C14116,C14115,C14104,C14100,C14111,C14114,C14102,C14117,C14085,C14118,C14103,C06730,C14105,C14107,C14106,C14088,C14119,C14109,C14082,C14084,C00829,C04314,C03012,C06204,C06203,C06202,C00090,C16201,C16202,C00628,C16193,C16194,C16196,C16198,C16199,C00805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00627,Aminobenzoate degradation - Escherichia coli K-12 MG1655,C00568,C00230,C07103,C03360,C06604,C06606,C02372,C06608,C06607,C00472,C02235,C00530,C00870,C06605,C06335,C06674,C06675,C06676,C02222,C00755,C06317,C06672,C16234,C16235,C00632,C05165,C02247,C08063,C03824,C01987,C02720,C06876,C06813,C00156,C02734,C00146,C00090,C00292,C16200,C02949,C00512,C06206,C16281,C16283,C16285,C09814,C09815,C06337,C00180,C00261,C00633,C01983,C02137,C03198,C04434,C03671,C16267,C16268,C16273,C16272,C06719,C02183,C01108,C00877,C01144,C10833,C01424,C04484,C18338,C18349,C18348,C18347,C14418,C18351,C14604,C00108,C18345,C05616,C01984,C00196,C06673,C14602,C02814,C03590,C07301,C01502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00630,Glyoxylate and dicarboxylate metabolism - Escherichia coli K-12 MG1655,C00898,C00036,C00158,C00149,C04348,C03548,C00552,C03459,C00975,C01146,C00258,C01182,C00988,C00168,C00266,C01380,C00160,C00048,C00209,C00058,C00011,C02405,C06049,C00798,C00313,C00417,C00311,C00042,C01127,C00022,C01990,C01989,C02123,C03217,C00026,C00888,C00136,C00036,C00332,C03561,C00877,C18026,C18324,C06028,C00683,C00100,C00091,C06027,C00024,C01213,C00037,C00014,C00065,C00197,C00007,C00027,C00025,C00026,C00064,C20238,C00025,C03618,C01732,C00631,C00033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00633,Nitrotoluene degradation - Escherichia coli K-12 MG1655,C01468,C16401,C16400,C16395,C16398,C16397,C16420,C16399,C16396,C16403,C16414,C16402,C16413,C16394,C16391,C16392,C16393,C16411,C16412,C11006,C18315,C18316,C18317,C18318,C06002,C14401,C18320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00640,Propanoate metabolism - Escherichia coli K-12 MG1655,C00222,C00804,C01013,C00099,C00083,C00109,C02876,C00163,C00186,C00827,C00100,C00683,C02170,C02335,C05668,C05984,C05989,C05983,C01213,C04225,C00091,C02225,C00042,C04593,C00024,C00132,C01845,C00207,C00164,C00332,C20783,C17530,C00033,C05979,C00479,C00111,C00583,C00424,C05235,C00546,C06002,C15973,C15972,C21017,C00068,C21018,C21250,C00894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00650,Butanoate metabolism - Escherichia coli K-12 MG1655,C03046,C01769,C00810,C03044,C06010,C00022,C00042,C00122,C01384,C00497,C02527,C00246,C00136,C01412,C00877,C02411,C03058,C02630,C00026,C00024,C00356,C00332,C00164,C01089,C04546,C03561,C01144,C02331,C06143,C00989,C00232,C00334,C00025,C06142,C06144,C06145,C06146,C00741,C11062,C00091,C20657,C21390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00660,C5-Branched dibasic acid metabolism - Escherichia coli K-12 MG1655,C00810,C06010,C01011,C00531,C00490,C00417,C02614,C00033,C00022,C00048,C02630,C00100,C06027,C06028,C01732,C06029,C06030,C00026,C00025,C03618,C06031,C06032,C02226,C02612,C06033,C06034,C00109,C02876,C06035,C00651,C06234,C01109,C02341,C21632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eco00670,One carbon pool by folate - Escherichia coli K-12 MG1655,C00504,C00415,C03479,C00143,C00440,C00664,C00234,C00445,C00101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
